text	label
সাজু কুত্তার বাচ্চা ওর জন্ম পতিতালয়ে  মাদারচোদ 	Personal
কেনো তারা খারপ হবে তারাতো ভালো কারন বাংলাদেসের কিছু জানুয়ার আছে তাদের বাবা পাকিসথানিরা   বাবাকে কুনু দিন খারাপ হয়না   ভারত খারাপ কারন বাংলাদেশকে জয়ের জন্য তাদের সব কিছু দিয়েছে তাই তারা খারাপ 	Geopolitical
রাজাকার ভাই আপনি খুব উপযুক্ত	Political
ভারতে প্রায় হাজারের কাছাকাছি রোহিঙ্গা রয়েছেন বলে গবেষকদের হিসাব যাঁদের মধ্যে জাতিসংঘের শরণার্থী সংস্থা ইউএনএইচসিআর মাত্র কয়েকশো জনকে শরণার্থী বলে স্বীকৃতি দিয়েছে 	Geopolitical
আমার মনে হয় তোর জন্মের ঠিক নাই কারণ তুই হইলি রেন্ডিয়ার নাম্বার দালাল তাই গাজা খোরের মত বকতেছস	Geopolitical
হাসিনা কে দিলে একদিনে পাকিসতান দখলে নিবে ভারত  	Geopolitical
তার মায়ের ভারতের কোন পাতিতালয়ের পসল   শালা মলাউনের বাচ্চা  	Geopolitical
বাংলাদের সরকারের উচিত রহিঙাদের জিবন রক্ষা করা  তবে যদি বাংলাদেশ সরকার মনেকরে বাংলাদেশ একটি জনবহুল দেশ এদেশে রহিঙাদের আশ্রয় দেওয়া সম্ভব নয় তবে সেখেত্রে আমার পরামর্শ বাংলাদেশে অনেক ভারতীয় অবৈধ মানুষ রয়েছে তাদেরকে বেরকরে দিয়ে হলেও রহিঙাদের জায়গা দেওয়া উচিত বলে মনেকরি তবে অনেকে আবার ভাবতে পারেন আমি কেনো ভারতীয়দের বের করে দেওয়ার কথা বললাম  এটা নিয়ে কোন রাজনীতি করার সুযোগ নেই কারন আমিতো বাংলাদেশে বসবাসরত বৌদ্ধদের বের করে দিতে বলিনাই  আমি বলেছি অবৈধ ভারতীয়দের যাদের পরিমাণ প্রায় দুলক্ষ	Geopolitical
প্রতিটা বাংগালীর এই ফারাক্কা বাঁধ ভারতের মুখে তুতু দেওয়া উচিৎ  	Geopolitical
তোকে চুদার বড় সক আমার তোর সোনার বিতরে গোস্ত বেসি চুদতে মজা লাগবে ধুদের মাজখান দিয়ে দিবো  মজা পাইবি মাগী 	Gender abusive
যেই দলইই হোক মানে বাংলাদেশে এক আওয়ামীলীগ আর এক কুত্তালীগ ছাড়া আর আছে কে 	Political
তা না করলে ভারতীয়রা চাকরি নট করবেন  	Geopolitical
 এই শালা মজিব খুনি তুই খালদা জিয়াকে গনতন্ত্রের লাইসেন্স দেবার কে  তুই শালা তো খালেদা জিয়ার একটি পশমের সমান হতে পারছিস নি  	Personal
চেতনাধারী ভারতীয় সকুনগুলো এখন কোথায়   এই লোকটি কিছুদিন আগে বাংলাদেশ সম্পর্কে বাজে মন্তব্য করলো অথচ চেতনাধারী ভারতীয় সকুনদের এখন দেশপ্রেমের স্লোগান নেই কেনো 	Geopolitical
হা হা হা দাদী হাসাইলা দেশে মানুষ মারা জায়া প্রতিদিন এটার কোন খবর রাখোনা ভারতের ট্রেন দুঘটনায়া তোমার খারাপ লাগে জাক বুজতে পারতাছি আপনে দাদী আমাদের কে কত ভালো রাখবেন	Geopolitical
ভারত নিজেকে আমেরিকাই ভাবে  	Geopolitical
তুই যদি কোনো মায়েরর গর্ভে জন্ম হইতে তাহলে এসব কথাবলতি না  আসলে তুই একটা নষ্টা আর যারা নষ্টটা তাদের কে নষ্টরা চোদে আমাদের মত মানুষ না  আর তরে কি চোদবো তুই তো হিজরা সালা মালাউন তর মারে চোদবো তর বোনরে চোদবো তরে ফুটকি মারবো মাগির ফুত গণেশ মালাউনের বাচ্চা	Religious
 এক জিয়া লোকান্তরে লক্ষ জিয়া ঘরে ঘরে  খালেদা জিয়া ভয় নাই রাজপথ ছাড়ি নাই   	Personal
একজন খেলোয়াড়দের ফোকাস সরিয়ে দেওয়ার জন্য একটা নারীই যথেষ্ট এটা ভারতের লাগামহীন বলিউড নয় যে বিরাট কোহলীর মত অনুশকা কে নিয়ে হোটেলে থাকা যাবে আর আল আমীন মনে হয় অস্ট্রেলিয়ার শাস্তির কথা ভুলে গেছে এবারের ভুল তার ভবিষ্যতে জাতীয় দলে আসার পথে একটি বিরাট বাধার কাজ করবে	Geopolitical
এই শালিকে একন ভাল করে চুদাতে হবে পা কাদে নিয়ে খানকি  	Gender abusive
ভারত পাকিস্তান কোন দিন যুদ্ধ লাগবে না এই খবর বাদ দিয়ে রোহিঙ্গাদের কি খবর সে খবর দেন আশা করি অল্প সময়ের মধ্য পাবো 	Geopolitical
এই কুত্তার বাচ্চা এটা কি ইংলিশ অনুষ্টান মাদাদর চোদ	Personal
 এইটা কী তরবাপের দেশ নাকী জামনেচায় তাকরবি তদেরমত মালাউনদের কুতাদিয়া চুদা দরকার 	Religious
সারা পৃথিবী জুরে একটাই মালাউন দেশ ইন্ডিয়া যা গরুর মুত খায় আরে গরুর ঘরেত গরুচোরই জন্মায় না আরে শেরকা বাচ্চা হে পাকিস্তান ঔদের সাতে লাগতে গেলি এখন তো গরুর মুত কুকুরের মুত বিড়ালের মুত শুকরের মুত সব খেতে হবে তদের ডান্ডির বাচ্চারা বাঘের সাতে লাগতে যাও শিয়ালের বাচ্চা হইয়া মালাউনরা  	Religious
ভারতে যোদি মসোলমান দের উপর ধর্মিয় হস্তক্ষেপ বা অন্যায় হয় তাহলে কি আপনি বাংলার হিন্দুদের উপর হামলা করবেন প্রশ্ন রইলো সালে বাংলায় হিন্দু ছিলো দিনদিন বাংলায় যে হারে জনসংখ্যা বারছে না কমছে সুধু হিন্দুদের	Geopolitical
মালাউনদের নাকে মুকে মাথায় পাছায় বুকে পিঠে সব জায়গায় গুলি কর 	Religious
মেয়েরা চুদার পাগল মাগির বাচ্ছা চিনাল বেডির পুরি	Gender abusive
অামার মনে হয় পেইজের এডমিন ফাজিলের সাপর্ট করে  তাই অারজেনটিনাকে অসহায় বলছে   খানকির পোলা অসহায় কইলি কেরে	Personal
হাহাহাহা আসতেছে রেন্ডিয়া গরুর মুত রাখ বালতি ভরিয়া 	Geopolitical
 শালা রেন্ডিয়ানরা নিজেদের ভাষায় কথাই বলতে পারে না আবার ছাগলের বাচ্চার মত লাফাই 	Geopolitical
যতোদিন ভারতের চরিত্র না বদলাবে ততোদিন এদেশের মানুষ তাদের ঘৃনা করে যাবে মালাউনরা উপরে বন্ধুত্বের কথা বলে অথচ সুযোগ পেলেই বাংলাদেশর ক্ষতি করে পাকিস্তান আমাদের ক্ষতি করেছিল তারা আমাদের দেশের সম্পদ পশ্চিম পাকিস্তানে নিয়ে গেছিল আর ভারত আমাদের একটার পর একটা ক্ষতি করেই চলছে ওরা মুক্তি যুদ্ধের পর পাকিস্তানের ফেলে যাওয়া সকল সমরাস্ত্র নিয়ে গেছিল তিন বিঘা করিডোরে তারা অমানবিক ভাবে রাতে বন্ধ রাখার জন্য চিকিৎসার অভাবে আমার দেশের অসংখ নাগরিক প্রান হারিয়েছে ফারাক্কা দিয়ে আামার পদ্মা মরুভুমি বানিয়েছে ওরা তিস্	Religious
আরে বাহ বাহ বাহ বাহবা না দিয়ে পারলাম না কি দারুন চিন্তা দ্বারা কই অ্যামেরিকা তে তো নির্বাচন হয়েছে ভারত মালাউনদের দেশে ও তো নির্বাচন হয়েছে কই ওরা তো এমন মন্তব্য করে নাই  আপনি এমন মন্তব্য করেছেন যে বিচার মানি যদি তাল গাছ আমার হয় তাই না আপনার এই মন্তব্যের জন্য আপনাকে বাংলাদেশের দ্বিতীয় নোবেল পুরস্কার দেওয়ার জন্য জোড় দাবি জানাচ্ছি	Geopolitical
মুক্তিযুদ্ধে বাংলাদেশী শহীদ হল লক্ষ লক্ষ আর ভারতের মাত্র ষোল শত প্রায়  তারপরও কিছু এদেশে ভারতীয়দের দালাল সারাক্ষণ চিল্লাচ্ছে যে ভারতের অবদান নাকি অনেক বেশি 	Geopolitical
কামাল সাহেব তো বুরা হয়ে গেছে ঠিক মত কথা বলতে পারেনা সে কি করে দেশ চালাবে     বুজিনা     	Political
পাকিস্তানের বড় বড় বোদা আছে সে বোদা দিয়ে পাকিস্তানের মাওবাদী সন্ত্রাসী হয় 	Geopolitical
বাংলাদেশ তে ভাগ মাগি নাহলে তোর পাছায় লাত্থি দিয়া মায়ানমারের পাঠামু	Personal
 শিবির কর্মি বর্তমান চবি ছাত্রলীগ সভাপতি কে ধরে প্যাদানি দিলে সব বেরুবে বাট কারও সে হেডম নাই 	Political
মাদারচোদ  হেটার পাছায় ভইরা দিমু  	Personal
আবার নাজানি কি করতে আইতাছে  ভাল ত হইব না খারাপ ভড় দরনের কেছু আল্লাহ ভারতের হাত থেকে বাংলাদেশকে বাচাও	Geopolitical
তাই মনে প্রশ্ন জাগে দাদের গত নির্বাচনে হেল্প করার নজরানা দেওয়া হচ্ছে নাতো দেশের মুক্তিযোদ্ধা আর সাধারণ মানুষ না খেয়ে মরছে আর সরকার কোটি টাকা ভারতে ঢেলে দিচ্ছে  	Geopolitical
রাশিয়া কখনো ভারতের কাছে অস্র বেচবেনা 	Geopolitical
সালা করোম চোদ তারেক জিয়ার বৌ কি দুরনীতি করছে তার নামে মামলা	Political
নোয়াখালীর মাগী তরার পরোষরা সব আরব দেশ গুলোতে তাকে  আর তদের বাড়ি তাকে পাকা এই সুযোগে তরা হয়ে উটছ বাংলাদেশের সবার ছেয়ে বড় মাগী  	Gender abusive
যতোই ভাল খেলুক সে হলো রাজাকারের বংশ 	Political
মায়ন মারের মুসলিমদের কোন খবর নাই ভারত নিয়ে মেতে আছ না হিন্দু 	Geopolitical
তোরা ত সব জানতা অতই জানতা ত হিন্দু দের কেন তারাছিস সালা মোল্লা	Religious
তখন কার প্রেক্ষাপট ছিল ভিন্ন  তখন কার দিনে ভারত সীমান্তে মানুষ হত্যা করত না 	Geopolitical
 আমার মনে হয় মোদি জামায়াত শিবির  	Political
খানকির পত্রিকার এডমিন বেইশ্যার দালাল	Gender abusive
মাগী সরম নাই সোনাটা দেখাবি মন চাইলে 	Gender abusive
দু দি নেই রাজাকার কমান্ডার হ য়ে গেল	Political
তুমার কতা সিনে আমার চুদার কতা মনে পড়লো  অনেক সুন্দর	Gender abusive
বিচারক মহিলাটা তো দেখতে ইদুরের মত আবার অন্য মেয়েদের কাপড় নিয়ে কথা বলে 	Personal
আমি পাকিস্তান কে অনুরোদ করি ভারত কে আগুন দিয়ে জাল্লাও ভারতে আমার মুসলিম নিজ্জতন হয়	Geopolitical
তোর মা ভালো না তুই আর কতটুক ভালো হবে শালা 	Political
এ যেনো ভারতীয় শকুন থেকে বাংলাদেশের মানচিত্রের জামিন হয়েছে 	Geopolitical
সয়তানের কাজ ভালকে খারাপ করা আর ভারতের হিন্দু সয়তানেরা তাই শুরু করছে	Geopolitical
মাগি তোকে পেটে দরচে সে ভড় মাগি   	Gender abusive
হযরত বৌদ্ধ  শালা ছাগল  	Religious
আমাদের দেশে ভারতে সরকার আমাদের সরকার থাকলে আমাদের	Geopolitical
খানকির বাচ্চা তারেক জিয়া 	Political
সবগুলো বোকা চোদা 	Personal
বৌদ্ধ ধর্ম ভারতে সৃষ্টি তাই ওদের নিয়ে কিছু বলবেন প্লিজ	Geopolitical
বালকাতার নায়ক না নিয়ে আমাদের দেশের শাকিব আরেফিন শুভ ওদের নিলে ছবিটা আরো ভাল হতো  জাজ তো কানা প্রতিভাবান নায়কদের চোখে দেখেনা দেখে ভারতের কতগুলা আবালরে 	Geopolitical
কিন্তু বর্তমানে লীগ ভারতের দালাল	Geopolitical
বাংলাদেশ না বলেন আওয়ামীলীগ আমরা ভারতকে ঘৃণা করি বাঙালি ভারতের পাশে নেই	Geopolitical
বিবিসি কি ভারতীয় চ্যানেল এর দালালী শুরু করল  	Geopolitical
সানি তুমিতো বললে কোন ধর্ম বিরুধী না তাহলে দেখতে পাচ্ছি কুখ্যাত একটা ইসলাম বিরুধী 	Religious
খানকির পোলারা  জগরা লাগাইয়া এখন চাস শান্তি 	Gender abusive
একবার দূর্গা মার গুদে প্রচন্ড চুলকোতে আরম্ভ হল ব্যসালয়ে সেই সময়ে কোনো পুরুষ সিলোনা অগত্যা দূর্গা মা কি করি করি বলে চিল্লাতে আরম্ব করল	Religious
জয়ের মতো আবারো মহাভারত প্রতিষ্ঠা করা	Geopolitical
এরা মুসলিম স্টেট এ শুয়োরের মতো মুসলিম শোরের বাছা জম্ম দেবে আর অন্য জাগায় কাফের হত্যায় পাঠাবে   	Religious
দূত বিচার করবে কারন ভারতের তরবাবাটা টেলা দিছে  নরনদ্রমুদি তর বাপ শেখহাসিনা তরমা  মাগির পুলা 	Geopolitical
শালি তোদের সবাব চরিত্ত ভালো বোঝায না তোরা দুই জন আত্তা মাগী   	Gender abusive
হিটলার একজন সত্যিকারের লোক যে ইহুদী সব শেষ করার প্রতিগ্গা করে	Religious
রাস্তার মেয়ে   পতিতার চেয়ে খারাফ 	Personal
আমি বুঝলামনা সিনপিং সাবমেরিন এটা মোতায়েনের কি দরকার এটা এমরিকার জন্য  কারন এটার মধ্য টি নিউক্লিয়ার মিসাইল আছে তার মানে ভারত ধংশ হয়ে যাবে তার মানে বাংলাদেশ খতির মুখে পরবে মালুদের কারনে হে মালু লও ঠেলা 	Geopolitical
সব কিছুতেই সুযোগ খুজে ভারতের বিরোধীতা এবং সমালোচনা করে ফেসবুকের টাইম লাইন ভরিয়ে দেওয়ার জন্য 	Geopolitical
এগুলি সব এডেটিং করেছে মাদার চুদের সরকারের দালাল রা    	Political
কিন্তু ভারতের মুসলমানরা ভাল নেই 	Geopolitical
 কি  তা কয় যে খালেদা জিয়া মাথা ঠিক নেই  	Personal
 মিঃ তন্ময় দাশ  বিচার না হলে যুদ্ধাপরাধীদের ফাসিঁ কেমনে দিল  বঙ্গবন্ধু খুনিদের ফাসি কেমনে দিল  সব সময়ের ব্যাপার সব অন্যায়ের বিচার হবে অবশ্যই  	Personal
মাদারী ভারতের দালাল পা চাটা কুত্তা	Geopolitical
এই দেশটাই ভারতের একটা অঙ্গরাজ্য করে দেন না কেন এত ভনিতা করার দরকার কি 	Geopolitical
একটা হরিন মারার জন্য ভারতের সেলিব্রেটি সালমান খান জেল খাটে আর কচি বাচ্চাকে মেরেও	Geopolitical
খানকির বাচ্চা একটু রুহিংগ্গা মুসলিমদের দিকে তাকা	Gender abusive
শেখ হাসিনা নিজ দেশের চেয়ে ভারতকে বেশি ভালবাসেন সালে নামে মাত্র বাংলাদেশ পেয়েছি	Geopolitical
 এর পিছনে নিশ্চয় জামাত শিবির জড়িত 	Political
মালের দুধ দেখে মাথাই নষ্ট  যৌবনে টেলা দি	Gender abusive
আন্দালিব ভাই এই শালারা সব আওয়ামী লীগের চামচা পা-চাটা কুকুর 	Political
কানকির পোলারা ৭১ জন্য এখন পর্যন্ত ক্ষমা চায়নি 	Geopolitical
 বেমন্মা এডমিন মকবুল তোর মার সাথে প্রথম রাজাকারী করছে এটাও আমাদের কাছে স্পষ্ট 	Political
যাক এখন থেকে আমরা বুদাপেস্টের পানি দিয়ে চাষাবাদ করব আর ভারতের পানি দরকার নেই	Geopolitical
অাপনি কি অাপনার পেইজ জনপ্রিয় করতে চান  তো দেরি কিসের  প্রতিদিন ভারত বিরোধি ভুয়া খবর দিতে থাকুন এবং দেখুন অাপনার পেইজ বাংলাদেশের সেরা পেইজ হবে  যেমনটা করে পাকিস্তানি দালাল নয়া দিগন্ত 	Geopolitical
 খালেদা জিয়ার পিছনে নয়াদিগন্তর সাংবাদিক ছাড়া হয়ত আর কাউকে পাওয়া যাবে না 	Personal
আমি একটা জিনিশ চিন্তা করে পারছিনা ভারত কি ভারতীয়া মালুরা তো খাইতে পাইনা আবার বাংলাদেশেরে কি শোহিজিতা করবে 	Geopolitical
ভারত পাকিস্তানের যুদ্ধ কি তাহলে শুরু হয়ে গেল  	Geopolitical
 মাদার ফাকার রেন্ডিয়া মনে হয় নিজের মাটি ছাড়া অন্য কোথাও ভালো খেলে    যেসব কুত্তার বাচ্ছা রেন্ডিয়ান দালাল আছে সব কটারে লাথ্যি মেরে দেশ থেকে বের করে দেওয়া উছিত  সন অফ বিচ  	Geopolitical
বাংলা দেশের মেয়েরা এতো অনেক খারাপ ছি ছি ছি 	Gender abusive
মালাউন কা বাচচা ঐ টা হািসনার বাংলা নয় পািকস্তান আর ঐটা পদ্মা নদী নয় পািকসতান আম েল ফারাক্কা চালু কর েত পার িছল তোর গো মাতারা 	Religious
কিন্ত কথা হল এই মাগি রে বিয়ে করসে কে	Personal
 আগে মেয়েকে ফাসি দেয়া হক 	Personal
এই মাগিকে দিয়ে বারা চুসানোর ইচ্ছা করতেছে 	Personal
খানকির পোলার সরকারের দালালরা তোদের এখন এগুলা ছাডা আর কোন কাজ নাই 	Political
আল্লাহ্ ভারত কে একটা ভালো মতো শিক্ষা দেক আমিন আমিন আমিন  	Geopolitical
আমার অবাক লাগে মানুষ এত খারাপ হই কি করে  আরে অকৃতজ্ঞ জাত জারা আজ মাননিও প্রধানমন্ত্রিকে অপবাদ দিচ্ছিস তারা কি ভুলে গেছিস এর আগেও দেশে সরকার ছিল  মুজিবের বাকশালের কথা জারা বলছিস সেই চশমখোরেরা একবার ভাব তো বঙ্গবন্ধু হততার পরে দেশ কার হাতে গিএছিল  সামরিক সাসকেরই হাতে তো  তারপর হতে হাসিনা ক্ষমতা গ্রহন পর্জন্ত দেশের কথা একবারও কি ভাবিস নি  তাহলে এ রকম কথা বলতে পারতিস না   সুতরাং আমার মনে হই জারা প্রধানমন্ত্রিকে কটাক্ষ করেছিস তোরা রাজাকারের বাচ্চা আধুনিক রাজাকার তোদের জুতা পেটা ক	Political
ইতি মধ্যে পাকিস্থানের মিডিয়া খবর দিয়েছে দশ ভারতীয় সৈন্য খতম আরো আটারো জন জখম ভারত শুধু সাধারণ মানুষ কে টার্গেট করে পাকি সৈন্যদের কিছুই করিতে পারেনা	Geopolitical
 আমার মনে হচ্ছে পৃথিবীটা কট্টর হয়ে যাচ্ছে  ভিন্নমত ভিন্ন ধর্মের মানুষের কোন জায়গা নাই  ভারত চীন ফ্রান্সসহ অনেক দেশ তার প্রমাণ  সর্বশেষ আমেরিকা  বাংলাদেশে যদি সুষ্ঠু নির্বাচন হয় আমার মনে হয় কট্টর জামাত শিবির ক্ষমতায় আসবে  অথবা অন্যকোন কট্টরপন্থী দল  মুখে যাই বলুক  মনে মনে অধিকাংশই সাম্প্রদায়িক  আর সুযোগ পেলেই তার বহিঃপ্রকাশ ঘটাবে  পৃথিবী জুড়ে সাম্প্রদায়িক উগ্রপন্থী এবং উগ্র জাতীয়তাবাদী শক্তি মাথাচাড়া দিয়ে উঠছে  এগুলো আসলে কিসের লক্ষণ  তথাকথিত সভ্য জাতি আমেরিকান ব্রিটিশরাও তার ব্যতিক্রম নয়  প্রমাণি 	Political
এমন একজন খেলোয়াড় এর নাম বলেনতো  দিনে ভারতে খেলে রাতে পাকিস্তানে খেলে 	Geopolitical
ভারত ডাকাত এর মতো কাজ করছে বাংলাদেশে	Geopolitical
এই রোহিংগারা বাংলাদেশীদের সাথে সৌদী আরবে কি ব্যবহার করে তা সৌদী প্রবাসীরা জানে এবং বাংলাদেশী পাশপোর্ট নিয়ে এদের কুকামের জন্য সৌদী আরবে দশ বছর বাংগালীর ভীসা বন্ধ ছিল  বাংলাদেশী পাশপোর্টধারী অনেক রোহিংগা বাংলাদেশ পাবলিক মেডিকেল ও ইনজিনিয়ারিং কলেজ থেকে ডাক্তার ইনজিনিয়ার হয়ে বিদেশে গিয়ে নিজেকে রোহিংগা পরিচয় দেয়  কক্সবাজারে আগে যারা ঢুকেছে তারা বিভিন্ন অপকর্মে লিপ্ত ও পাকিদের সমর্থক  রাজাকারেরা এখন চেষ্টায় আছে আারও কিছু ঢুকায়ে দেশে বিশৃংখলা সৃষ্টির সুযোগ করার জন্য 	Political
তোমার বাব দাদাকে জিগ্যেস কর পাকিস্তানেরর চোদনে ভারত কাপে আর বারমার চোদনে বাংলার ভোট বিহিন সরকার কাপে	Geopolitical
খানকির পো এডমিন তুই কি সবাইরে খোকা খুকু মনে করস  ঠাকুমার ঝুলির গল্প শোনাইতে আইসো  	Gender abusive
এ কাফের আরবে যৌন দাসী ভারতীয় যদি বিশ্বাস না হয় আরব দেশ গুলোর খবর নিয়ে দেখ কত জন ভারতীয় আর পুরো দুনিয়াতে কত কোটি ভারতীয় যৌন দাসী হবে 	Geopolitical
রনি সাহেব বলছিল আওয়ামীলীগ কে জুতা দিয়া মারলে ও মান সন্মান যায় না এখন দেখি তার তাও যায় না 	Political
সে দ্বন্দ্বের জের ধরে সম্প্রতি নিউজিল্যান্ডের বিপক্ষে ভারতের হোম সিরিজটাই স্থগিত করে দিত	Geopolitical
মিডিয়া মায়ানমার এ আজ জন মুসলমান কে আজ সেনা ও সূচি সরকার হত্যা করসে তোরা সাংবাদিক কুত্তার বাচ্চা রা এর কোনো প্রতিবাদ করস না কেন বাংলাদেশের খানকির পোলা মিডিয়া চুপ করে আসে জারজ মিডিয়া যদি একটা হিন্দু মরত তাহলে কুত্তার বাচ্চা মিডিয়া ঘেউ ঘেউ করে কাঁদ ত	Gender abusive
ভুলটা প্রশ্ন কর্তার  সে একটা উন্নত মানে ছাগী টাইপ 	Personal
ভারতবর্ষে মুসলমান আগমনের ইতিহাসে আমরা সাধারণত এই শিক্ষা পায় যে ভারতে মুসলমানদের আগমন ঘটেছে মুহাম্মাদ বিন কাশিমের সময়  এই সঙ্গে আরও ধারনা মুসলমানগণ বিদেশী লুণ্ঠনকারী এবং অত্যাচারী  তাঁরা বিনা কারণ বা প্ররোচনায় ভারত আক্রমণ করেছে আর জোর করে ভারতের অমুসলমানদের মুসলমান করেছে 	Geopolitical
ভারতের ট্রেন সার্ভিস যেন ভারতীয় নাগরিকদের মৃত্যুফাদ হয়ে ওঠেছে কিছুদিন পর পরই দুর্ঘটনার খবর পাওয়া যায় 	Geopolitical
ভারত কখনইবাংলাদেশে বনদু না ওরাসুদুওদেরলাবটিইদেখেছে	Geopolitical
শালা মালাউনের বাচ্চা আবার শ্রেষ্ঠ শিক্ষক	Religious
জাউরা একটা মেয়ে 	Gender abusive
ইন্ডিয়ার হিন্দুরা শুন মুসলিমদের সাথে ভাল ব্যাবহার কর নাইলে কপালে দুঃখ আছে 	Religious
পোলা গুলি কিচ্ছু বুঝে না ধুকাইবার আগেই কাম শেষ ফালতু কথাকার 	Personal
আর যাবার সময় কোটি কোটি টার অর্থ নিয়েছে এটাকি ফেরত দেবে  বেদের অবিগগোতা নিয়ে বলছি ভারতের মানুষ এক মিনিটের জন্য কখোনো ভাল বাসা বা ভাল কথা বলেনা	Geopolitical
রাজাকারের পক্ষে নির্বাচনে দাড়ায়া আবার প্রেস্টিজ চুদাইতাছস  শালা কুকুরছানা 	Political
ধোনবাদ সব পাকিস্তানি তের ওরা আমাদের ভাই 	Geopolitical
ছোট আজাদের মরিচ আসলেই ছোট 	Personal
 কুত্তার বাচ্চা তোদেরকে এই জন্যই মালাউন বলে  	Religious
ভুদার ভিতর ধোন 	Personal
ভারতে গিয়া কি বাল ফালাইব	Geopolitical
সালারা ডা মাহফুজুর রহমানের থেকে অবাল	Personal
নাইমুল ইসলাম খান হচ্চে মালাউন দের নাম্বার ওয়ান দালাল	Religious
এই কাংকির ছেলে রাজাকার সবাই তো কুত্তালীগ করে এই কথা তুই জানিস না	Political
 ছাএ শিবিরের সময় উপযোগী একটি উদোগ  বিরোধিতার জন্য রিরোধিতা না করে সকলে একত্রে এই কমসূচি তে অংশগ্রহন করা দরকার  বারমার মুসলমানরা আওয়ামিলীগ বিএনপি বা জামাতের না  তারা পৃথিবী সকল মুসলমানদের ভাই বোন  	Political
ও তো হিন্দু মায়ানমারে কত মুসলিম পরিবার মারাগেল তা নিয়ে কোন কথা বলে না আমার মনে হয় এর পর ভারতের গরূ মারা গেলে হাসিনা শোক দিবস পালন করবে	Geopolitical
ওমাগি আজ রাতে আমার কাছে আসি তোরে চুদ মোও 	Gender abusive
এ পাকিস্তানের কাছে টেষ্টে উইকেটে হার  তাদের কাছেই এশিয়াকাপ ফাইনালে রানে হার এবছর টি বিশ্বকাপে ভারতের কাছে রানে হার ইংলিশদের সাথে প্রথম ওডিআইতে জেতা ম্যাচ হার আর নিতে পারছিনা শুধু কালকে ম্যাচটা জিত ভাই সব দুঃখ ভুলে যাবো কথা দিলাম 	Geopolitical
মালাউনদের এই অধপতনে আমরা খুশি 	Religious
কুত্তার বাচ্চা বাংলাদেশ সাম্প্রদায়িক দেশ  সামনে আয় তোর সাম্প্রদায়িকতা তোর মায়ের	Religious
সেকহাচিনা এগুলা দেখবেনা দেখবেশুদু কথা কারেকোন মিরাজ কথাকারে কোন রাজাকার খেয়ে দেয়ে কোনো কাজনাই	Political
ভারত ও পাকিস্তানের তথাকথিত যুদ্ধের এত অজানা অস্ত্রের কল্পকাহিনী ও খবরা খবর স্বয়ং ভারতীয় ও পাকিস্তানীরা জানে না যতটুকু জানে বাংলাদেশী কিছু ফেইসবুক ব্যবহারকারী ও পত্র পত্রিকার তথাকথিত সাংঘাতিকরা থুক্কু সংবাদিকরা যুদ্ধ মারামারি কিছুই তো হবেনা অহেতুক আমাদের ঘুম হারাম করে এই তথাকথিত সংবাদিকরা	Geopolitical
 হ্যা পাকিস্থানের বাংলাদেশে কিছু জারজ সন্তান পাওনা আছে যারা হল স্বাধীনতা বিরোধী রাজাকার  খালেদা তারেক সহ তাদের ফেরত দেয়া হউক 	Political
হাহাহ    সব আবাল বাংলাদেশ এ	Personal
তোমার মত এত সুন্দর মেয়ে কাছে পাইলে কত যে মজা করতাম  দেশ থেকে বিদেশে ঘুরতে নিয়া যাইতাম  অনেক আনন্দ করে ঘন্টার পর ঘন্ট চুদিতাম	Gender abusive
 সে বলেছে তার ফাসি হওয়া উচিৎ  	Personal
একটা ইসলামী নাটক হয় তা নিয়ে অভিজোক হয়  কিন্তু ভারতের নাটক বন্ধ করার কোনো অভিজোক করে না   মাসে গেলে কোটি কোটি টাকা ভারতের ভান্ডারে দেয় তাতে তাদের ভালো লাগে আর এখন একটা ইসলামী নাটক নিয়া সমেস্যা হইছে  	Geopolitical
যে সরকার ইতিমধ্যে সব প্রতিষ্ঠান দলীয়করণ করেছে  সেই সরকারের ব্যক্তিদের দিয়ে নির্বাচন পরিচালনা অসম্ভব   	Political
বিয়ের কয় এক মাসে যদি বাচ্চা হয়ে যায় তাইলে তো শালী দশ বেটার লগে ঘষাঘষি করছে 	Personal
 শুনেছি এই নেতার পিতা ছিলেন নামকরা রাজাকার তাহলে এরা কি বাংলাদেশের বনধু 	Political
জানি তো জামাত শিবির তাইনা দাদা  খানকির পুলা	Gender abusive
তারেক তোর মারে আর বাংঙালি এবং পাকিসতানি দিয়া আর চোদা খাওয়াইচ না   	Political
নাসির কে দলে দেখতে চাই আর পাপন সাহেব কে বলতে চাই তুই কি রাজাকার দেশের ভালো চাসনা 	Political
সুচনার প্রথমেই সুচি কে ফাসিতে ঝুলানো হউক   	Personal
ঐ শুয়োরের মুখে কোষে দুটা জুতার বারি মার ঐ খানকি মাগির এত সাহস পাইলো কথা থেকে ট্রাম জিতার পর থেকে এই মাগির এত স্পর্ধা বেড়েছে	Personal
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে  	Religious
হেতিরে মনে চাইতেছে টিপে দেই 	Gender abusive
আমি কিন্তৃু বাংলার সব মুসলিমদের পাকিদের বিছ মনে করি  তাই হিন্দুরা ভারত চলে যাওয়া পাকি বিছদের মনে হতে পারে	Geopolitical
